crime_id,crime_type,criminal_id,neighbourhood_id
1051,Other,23630,54
1052,Robbery,22985,98
1053,Assaults,5998,55
1054,Break and Enter,2049,111
1055,Other,12339,69
1056,Total Arrests,21165,56
1057,Other,17101,33
1058,Robbery,24324,36
1059,Other,21950,81
1060,Theft Under $5000,4545,109
1061,Total Arrests,4977,73
1062,Other Criminal Violations - Offensive Weapons,12776,40
1063,Firearm-Related,10016,17
1064,Firearm-Related,26658,129
1065,Other,3420,61
1066,Assaults,14431,104
1067,Other,7240,42
1068,Dangerous Driving,26151,25
1069,Other,14490,39
1070,Total Arrests,16634,35
1071,Other,25250,131
1072,Drive While Impaired / Over 80,29110,108
1073,Assaults,10358,102
1074,Other,17155,98
1075,Other,28539,12
1076,Total Arrests,4364,19
1077,Other,10177,101
1078,Assaults,17462,44
1079,Fraud,8428,49
1080,Theft Under $5000,8581,17
1081,Other,27614,74
1082,Other,24286,57
1083,Other,4859,55
1084,Sexual Violations,10041,47
1085,Sexual Violations,22929,12
1086,Drive While Impaired / Over 80,21104,62
1087,Assaults,19199,80
1088,Total Arrests,19759,83
1089,Other,15255,8
1090,Drive While Impaired / Over 80,11471,81
1091,Total Arrests,1253,118
1092,Total Arrests,6997,25
1093,Theft Under $5000,12174,89
1094,Total Arrests,4674,12
1095,Other,26699,59
1096,Other Criminal Violations - Offensive Weapons,20915,109
1097,Assaults,26727,26
1098,Other,15782,47
1099,Theft Under $5000,13052,32
1100,Other,6882,10
1101,Theft Under $5000,6950,16
1102,Other,9522,26
1103,Total Arrests,22626,86
1104,Theft Under $5000,8018,135
1105,Other,6942,14
1106,Assaults,25935,79
1107,Other,23387,117
1108,Theft Under $5000,27059,7
1109,Fraud,29119,137
1110,Sexual Violations,10210,115
1111,Total Arrests,17716,72
1112,Other,28921,59
1113,Break and Enter,20646,82
1114,Other,24033,116
1115,Other Criminal Violations - Offensive Weapons,31704,103
1116,Drive While Disqualified,9551,17
1117,Other,21500,14
1118,Theft Under $5000,4638,108
1119,Other,4855,45
1120,Other,19562,98
1121,Other Criminal Violations - Offensive Weapons,24115,131
1122,Dangerous Driving,10321,37
1123,Break and Enter,18565,108
1124,Other,4893,39
1125,Robbery,7044,15
1126,Fraud,16522,120
1127,Other,22712,4
1128,Total Arrests,19857,93
1129,Assaults,21834,16
1130,Theft Under $5000,19217,108
1131,Assaults,19964,126
1132,Robbery,22356,55
1133,Other,27608,34
1134,Total Arrests,4165,13
1135,Other,27170,18
1136,Other,7942,96
1137,Other,14389,123
1138,Break and Enter,5570,39
1139,Fraud,4301,46
1140,Drive While Impaired / Over 80,6270,29
1141,Total Arrests,3819,62
1142,Other,28715,16
1143,Theft Under $5000,12016,121
1144,Theft Under $5000,12235,10
1145,Total Arrests,18291,103
1146,Assaults,6255,84
1147,Other,17145,133
1148,Theft Under $5000,24215,65
1149,Total Arrests,7351,3
1150,Firearm-Related,15184,120
1151,Other,6239,68
1152,Other,6091,37
1153,Robbery,11638,73
1154,Total Arrests,22416,49
1155,Other,24072,121
1156,Other,25476,88
1157,Other,12648,140
1158,Total Arrests,27524,37
1159,Assaults,9912,61
1160,Fraud,8473,124
1161,Other,27843,39
1162,Other,18272,63
1163,Total Arrests,3267,46
1164,Other,667,88
1165,Theft Under $5000,4189,11
1166,Other,17056,62
1167,Assaults,10162,77
1168,Firearm-Related,28733,52
1169,Other,23162,4
1170,Total Arrests,11315,59
1171,Assaults,23955,72
1172,Other,24341,93
1173,Other,21509,63
1174,Attempted Murder,21970,54
1175,Other,12892,117
1176,Other,4778,110
1177,Assaults,3901,74
1178,Other Criminal Violations - Offensive Weapons,23062,107
1179,Total Arrests,13717,57
1180,Other,6982,3
1181,Total Arrests,31365,120
1182,Other,6377,6
1183,Sexual Violations,16908,5
1184,Assaults,18778,5
1185,Other,27694,54
1186,Other Criminal Violations - Offensive Weapons,18978,47
1187,Other,10161,9
1188,Robbery,29774,99
1189,Other,26330,20
1190,Break and Enter,14125,122
1191,Theft Under $5000,16283,61
1192,Total Arrests,23625,123
1193,Theft Under $5000,23322,82
1194,Robbery,10489,62
1195,Break and Enter,22575,3
1196,Fraud,5241,13
1197,Dangerous Driving,10454,120
1198,Other,10479,125
1199,Refuse Sample,29752,89
1200,Other,22878,73
1201,Break and Enter,12395,68
1202,Break and Enter,19263,101
1203,Theft Under $5000,20528,98
1204,Total Arrests,20029,11
1205,Other,4433,105
1206,Other,29722,67
1207,Other,31524,123
1208,Other,13569,29
1209,Other,26632,137
1210,Assaults,29297,76
1211,Other,14179,9
1212,Total Arrests,17661,40
1213,Other,22196,25
1214,Assaults,27343,5
1215,Other,303,139
1216,Other Criminal Violations - Offensive Weapons,17023,124
1217,Fraud,56,38
1218,Robbery,13014,72
1219,Other,8718,133
1220,Other,29146,90
1221,Other,28700,37
1222,Other,8151,60
1223,Drive While Impaired / Over 80,2126,28
1224,Total Arrests,11480,81
1225,Other,15746,114
1226,Refuse Sample,16749,40
1227,Other,6810,45
1228,Other,4622,62
1229,Total Arrests,15035,93
1230,Assaults,13624,115
1231,Other,29555,67
1232,Other,5127,56
1233,Total Arrests,5123,40
1234,Assaults,18031,98
1235,Other,17303,40
1236,Other,19182,91
1237,Dangerous Driving,22891,33
1238,Drive While Impaired / Over 80,5871,6
1239,Assaults,1532,80
1240,Refuse Sample,8173,92
1241,Total Arrests,19730,97
1242,Other,7674,59
1243,Break and Enter,23334,59
1244,Total Arrests,6883,48
1245,Theft Under $5000,1907,13
1246,Assaults,3087,107
1247,Fraud,13504,45
1248,Assaults,8153,89
1249,Other,5751,100
1250,Total Arrests,12773,7
1251,Theft Under $5000,10268,133
1252,Other,25290,45
1253,Other,1063,58
1254,Total Arrests,18361,31
1255,Assaults,17681,23
1256,Assaults,29927,138
1257,Drive While Impaired / Over 80,6230,107
1258,Other,24026,39
1259,Other,16510,82
1260,Other,15148,100
1261,Other,4633,2
1262,Total Arrests,6289,77
1263,Drive While Impaired / Over 80,3597,12
1264,Other,11476,39
1265,Other,6169,13
1266,Assaults,9796,46
1267,Theft Under $5000,7562,113
1268,Other,8259,17
1269,Other,16617,104
1270,Other,26733,98
1271,Drive While Disqualified,25746,88
1272,Drive While Impaired / Over 80,26735,109
1273,Total Arrests,6372,70
1274,Other,20591,74
1275,Total Arrests,26070,63
1276,Drive While Impaired / Over 80,14370,60
1277,Other,12911,79
1278,Assaults,7944,37
1279,Total Arrests,12200,22
1280,Other,15729,96
1281,Other,23276,68
1282,Other,6739,17
1283,Fraud,15914,12
1284,Assaults,2473,138
1285,Total Arrests,27237,118
1286,Other,30214,22
1287,Other,19124,120
1288,Other Criminal Violations - Offensive Weapons,21786,50
1289,Other,15680,14
1290,Other,1762,29
1291,Assaults,28091,125
1292,Break and Enter,10168,7
1293,Total Arrests,10555,29
1294,Other,17261,139
1295,Total Arrests,14278,33
1296,Sexual Violations,3813,134
1297,Other,28025,111
1298,Drive While Impaired / Over 80,25889,79
1299,Other,17845,58
1300,Total Arrests,27286,26
1301,Other,26901,29
1302,Assaults,18118,4
1303,Other,1606,99
1304,Other,5623,39
1305,Assaults,6768,15
1306,Break and Enter,27140,119
1307,Refuse Sample,11614,29
1308,Other,23371,75
1309,Theft Under $5000,19902,116
1310,Robbery,10590,32
1311,Assaults,13919,130
1312,Total Arrests,20120,84
1313,Drive While Impaired / Over 80,27447,22
1314,Other Criminal Violations - Offensive Weapons,25737,27
1315,Other,13047,81
1316,Theft Under $5000,31619,126
1317,Total Arrests,24819,92
1318,Other,2591,21
1319,Other,17448,47
1320,Assaults,4325,101
1321,Other,10788,84
1322,Break and Enter,9112,6
1323,Other,5343,131
1324,Other,16390,1
1325,Theft Under $5000,23874,58
1326,Total Arrests,8660,124
1327,Assaults,14044,15
1328,Assaults,28747,64
1329,Other,24580,25
1330,Drive While Impaired / Over 80,22351,24
1331,Other,8838,12
1332,Total Arrests,118,18
1333,Refuse Sample,27505,15
1334,Break and Enter,13918,27
1335,Assaults,18936,72
1336,Total Arrests,14310,60
1337,Refuse Sample,13235,93
1338,Other,31294,53
1339,Assaults,5561,8
1340,Total Arrests,20674,79
1341,Other,847,27
1342,Sexual Violations,10955,50
1343,Total Arrests,13704,131
1344,Other,15386,93
1345,Assaults,13747,24
1346,Fraud,22701,60
1347,Other,30341,122
1348,Total Arrests,6470,131
1349,Drive While Impaired / Over 80,30106,46
1350,Other,9334,15
1351,Total Arrests,31556,17
1352,Theft Under $5000,26387,126
1353,Total Arrests,25300,84
1354,Other,16609,9
1355,Other,12820,63
1356,Total Arrests,4209,117
1357,Other,6284,130
1358,Robbery,29231,88
1359,Assaults,2049,72
1360,Other,6234,139
1361,Other Criminal Violations - Offensive Weapons,12942,64
1362,Other,12608,72
1363,Other,9766,21
1364,Other,1829,18
1365,Theft Under $5000,1918,64
1366,Total Arrests,20619,82
1367,Other,6989,110
1368,Assaults,18411,95
1369,Total Arrests,14595,32
1370,Other,20129,11
1371,Assaults,25478,45
1372,Total Arrests,12978,33
1373,Total Arrests,26616,102
1374,Other Criminal Violations - Offensive Weapons,10,136
1375,Assaults,16645,11
1376,Other,22423,88
1377,Other,9866,41
1378,Sexual Violations,2220,76
1379,Break and Enter,7042,121
1380,Robbery,18445,46
1381,Other,5288,80
1382,Other,28290,54
1383,Other,1620,86
1384,Other,8513,92
1385,Firearm-Related,1343,97
1386,Fraud,30309,2
1387,Sexual Violations,10569,33
1388,Assaults,19217,77
1389,Total Arrests,19209,116
1390,Robbery,18379,103
1391,Dangerous Driving,27535,103
1392,Firearm-Related,14232,90
1393,Theft Under $5000,26615,122
1394,Theft Under $5000,3491,106
1395,Other,28254,119
1396,Other,9311,49
1397,Robbery,7985,104
1398,Other,17989,61
1399,Other Criminal Violations - Offensive Weapons,31038,123
1400,Break and Enter,12220,134
1401,Other,236,9
1402,Firearm-Related,10162,6
1403,Firearm-Related,29006,73
1404,Total Arrests,1909,103
1405,Other,8568,41
1406,Other Criminal Violations - Offensive Weapons,3531,114
1407,Other,5257,8
1408,Other,19020,72
1409,Robbery,8163,92
1410,Fraud,26147,62
1411,Other,18945,84
1412,Other,5416,62
1413,Assaults,3392,111
1414,Drive While Impaired / Over 80,11158,127
1415,Theft Under $5000,28220,7
1416,Assaults,5952,84
1417,Break and Enter,21853,132
1418,Other,8008,134
1419,Other,28427,58
1420,Other Criminal Violations - Offensive Weapons,9065,22
1421,Sexual Violations,25829,127
1422,Total Arrests,22798,3
1423,Other,30524,127
1424,Firearm-Related,23326,41
1425,Refuse Sample,25891,106
1426,Theft Under $5000,21205,14
1427,Firearm-Related,15525,12
1428,Other,30725,87
1429,Sexual Violations,19283,12
1430,Total Arrests,23931,25
1431,Other,78,45
1432,Drive While Disqualified,7578,122
1433,Other Criminal Violations - Offensive Weapons,27198,55
1434,Robbery,20612,100
1435,Firearm-Related,16985,136
1436,Assaults,14061,119
1437,Other,17450,53
1438,Drive While Impaired / Over 80,18521,32
1439,Other,27026,51
1440,Break and Enter,10536,44
1441,Sexual Violations,26440,82
1442,Robbery,9511,37
1443,Other Criminal Violations - Offensive Weapons,29288,96
1444,Theft Under $5000,28174,56
1445,Firearm-Related,6944,105
1446,Total Arrests,11955,59
1447,Other,7805,131
1448,Assaults,6566,35
1449,Other,5985,93
1450,Break and Enter,21527,97
1451,Fraud,4671,135
1452,Theft Under $5000,18575,76
1453,Drive While Disqualified,9185,49
1454,Other,19097,94
1455,Theft Under $5000,2193,24
1456,Total Arrests,1249,37
1457,Sexual Violations,11247,4
1458,Other,12791,108
1459,Assaults,20418,126
1460,Fraud,18382,20
1461,Total Arrests,29493,50
1462,Other,3688,96
1463,Break and Enter,26728,105
1464,Other,4019,117
1465,Sexual Violations,11303,98
1466,Theft Under $5000,1971,66
1467,Other Criminal Violations - Offensive Weapons,8390,79
1468,Other,22150,6
1469,Robbery,27203,39
1470,Other,31111,115
1471,Total Arrests,17587,125
1472,Other,24520,12
1473,Dangerous Driving,31274,131
1474,Other,21952,18
1475,Theft Under $5000,24052,40
1476,Drive While Impaired / Over 80,15375,21
1477,Other,22127,99
1478,Assaults,5789,26
1479,Fraud,5409,8
1480,Other,26612,100
1481,Assaults,25054,87
1482,Other,9447,42
1483,Theft Under $5000,923,14
1484,Other,420,78
1485,Dangerous Driving,18589,2
1486,Other,10790,119
1487,Total Arrests,1121,37
1488,Drive While Impaired / Over 80,11261,69
1489,Total Arrests,31717,41
1490,Other,17335,62
1491,Assaults,2337,60
1492,Other,5374,125
1493,Other,2244,111
1494,Other,19030,14
1495,Total Arrests,26434,84
1496,Sexual Violations,4613,130
1497,Total Arrests,13947,70
1498,Other,18250,123
1499,Other,11105,89
1500,Robbery,13430,28
1501,Fraud,27430,66
1502,Total Arrests,22413,5
1503,Assaults,23711,45
1504,Theft Under $5000,29487,47
1505,Other,6372,31
1506,Total Arrests,30573,139
1507,Theft Under $5000,6360,10
1508,Robbery,31668,118
1509,Total Arrests,7864,14
1510,Assaults,30735,80
1511,Other,3229,93
1512,Other,20104,10
1513,Other,27805,76
1514,Other,14383,94
1515,Other,18756,105
1516,Robbery,2892,1
1517,Drive While Impaired / Over 80,3757,133
1518,Other,20610,20
1519,Assaults,15771,8
1520,Total Arrests,16479,1
1521,Total Arrests,2675,57
1522,Other,6899,64
1523,Other,10148,118
1524,Other,794,28
1525,Assaults,26411,121
1526,Other,2117,107
1527,Other Criminal Violations - Offensive Weapons,5780,49
1528,Theft Over $5000,12299,120
1529,Other,27902,44
1530,Total Arrests,14154,56
1531,Assaults,11112,111
1532,Other,10790,134
1533,Other,11398,108
1534,Theft Under $5000,13000,114
1535,Drive While Impaired / Over 80,22551,78
1536,Refuse Sample,815,130
1537,Theft Under $5000,16730,37
1538,Total Arrests,10542,20
1539,Assaults,24939,26
1540,Total Arrests,2444,29
1541,Theft Under $5000,10458,1
1542,Total Arrests,10381,119
1543,Assaults,7784,35
1544,Other,27582,59
1545,Other,11474,69
1546,Total Arrests,17369,12
1547,Assaults,15329,20
1548,Total Arrests,24175,43
1549,Total Arrests,26216,126
1550,Assaults,828,50
1551,Assaults,27307,29
1552,Fraud,19916,39
1553,Other,7148,38
1554,Theft Under $5000,4452,84
1555,Firearm-Related,15344,128
1556,Other,13636,126
1557,Drive While Disqualified,31877,45
1558,Other,27512,52
1559,Total Arrests,20261,80
1560,Drive While Impaired / Over 80,5960,124
1561,Other Criminal Violations - Offensive Weapons,127,119
1562,Other,19562,8
1563,Theft Over $5000,27633,85
1564,Refuse Sample,8796,129
1565,Assaults,11642,8
1566,Other,22409,96
1567,Sexual Violations,21494,102
1568,Other,20531,5
1569,Fraud,7197,86
1570,Theft Under $5000,28110,34
1571,Other,11560,55
1572,Drive While Impaired / Over 80,3369,119
1573,Total Arrests,3798,114
1574,Other,15115,26
1575,Theft Under $5000,13719,136
1576,Other Criminal Violations - Offensive Weapons,1793,47
1577,Other,11054,113
1578,Assaults,22117,76
1579,Other,3477,72
1580,Drive While Disqualified,3418,89
1581,Dangerous Driving,1646,46
1582,Other,14756,33
1583,Assaults,25782,1
1584,Theft Over $5000,19415,31
1585,Other,19257,53
1586,Drive While Impaired / Over 80,3073,48
1587,Theft Under $5000,1855,69
1588,Total Arrests,20406,105
1589,Other,4663,90
1590,Other,6515,63
1591,Total Arrests,21416,73
1592,Other,30607,89
1593,Assaults,2709,13
1594,Total Arrests,11695,73
1595,Theft Under $5000,23497,77
1596,Theft Under $5000,9525,68
1597,Total Arrests,31881,98
1598,Other,24778,125
1599,Total Arrests,19892,102
1600,Theft Under $5000,6457,132
1601,Robbery,4213,102
1602,Total Arrests,13225,19
1603,Total Arrests,7971,82
1604,Other,25151,23
1605,Other,30964,83
1606,Drive While Impaired / Over 80,16921,109
1607,Total Arrests,1626,75
1608,Firearm-Related,10315,129
1609,Other,7974,88
1610,Assaults,8578,54
1611,Other,8071,89
1612,Other,27858,65
1613,Other,8667,76
1614,Other,24994,60
1615,Assaults,22875,93
1616,Total Arrests,3601,49
1617,Other,6784,35
1618,Total Arrests,13227,102
1619,Other,9147,11
1620,Theft Under $5000,4972,99
1621,Assaults,29435,110
1622,Total Arrests,13491,74
1623,Robbery,17590,9
1624,Other,12952,3
1625,Dangerous Driving,12313,85
1626,Other,1991,26
1627,Other,5300,72
1628,Robbery,12998,48
1629,Theft Under $5000,19957,117
1630,Total Arrests,22360,12
1631,Assaults,13473,133
1632,Other Criminal Violations - Offensive Weapons,22705,48
1633,Other,4381,37
1634,Other,28735,44
1635,Firearm-Related,29675,15
1636,Firearm-Related,4758,43
1637,Other,19098,87
1638,Assaults,10396,70
1639,Total Arrests,16242,46
1640,Theft Under $5000,5589,108
1641,Other,27697,123
1642,Other,17351,21
1643,Drive While Impaired / Over 80,4945,107
1644,Sexual Violations,13396,80
1645,Break and Enter,19817,47
1646,Other,17073,117
1647,Drive While Disqualified,4244,124
1648,Other,20086,25
1649,Assaults,24918,36
1650,Other,31196,51
1651,Other,21567,15
1652,Robbery,9917,68
1653,Assaults,30056,21
1654,Other,23089,19
1655,Total Arrests,20807,34
1656,Other,9985,78
1657,Other,1760,125
1658,Other,27789,117
1659,Sexual Violations,9182,52
1660,Assaults,26839,27
1661,Fraud,2483,35
1662,Assaults,24443,136
1663,Other,952,106
1664,Sexual Violations,25299,2
1665,Theft Under $5000,27966,77
1666,Drive While Impaired / Over 80,2080,132
1667,Other,2718,90
1668,Other,26909,89
1669,Firearm-Related,27953,94
1670,Total Arrests,20909,7
1671,Drive While Impaired / Over 80,9693,95
1672,Other,24862,108
1673,Other Criminal Violations - Offensive Weapons,7312,74
1674,Total Arrests,28072,39
1675,Theft Under $5000,23571,71
1676,Total Arrests,18450,56
1677,Other,769,42
1678,Other,31310,36
1679,Other,5491,84
1680,Sexual Violations,15535,118
1681,Break and Enter,27634,7
1682,Other Criminal Violations - Offensive Weapons,28866,54
1683,Robbery,6646,129
1684,Fraud,21468,120
1685,Drive While Impaired / Over 80,5233,106
1686,Drive While Disqualified,26738,47
1687,Refuse Sample,11486,123
1688,Assaults,5798,119
1689,Other,25523,118
1690,Fraud,21311,21
1691,Other,22401,137
1692,Other,19720,26
1693,Other,31645,9
1694,Other,12343,15
1695,Theft Under $5000,8039,10
1696,Total Arrests,16003,122
1697,Assaults,13088,121
1698,Sexual Violations,4874,125
1699,Robbery,1482,72
1700,Total Arrests,10094,49
1701,Refuse Sample,22690,91
1702,Other,19836,37
1703,Other,28641,68
1704,Fraud,14423,50
1705,Total Arrests,16439,19
1706,Theft Under $5000,7644,100
1707,Other,26400,60
1708,Assaults,29874,89
1709,Assaults,19847,69
1710,Other,15709,49
1711,Other,11272,108
1712,Robbery,17217,119
1713,Other,12601,37
1714,Theft Under $5000,10999,11
1715,Theft Under $5000,22339,138
1716,Sexual Violations,14296,78
1717,Drive While Impaired / Over 80,30679,77
1718,Other,10683,2
1719,Robbery,30463,64
1720,Other,16381,35
1721,Dangerous Driving,8520,7
1722,Other,23606,85
1723,Total Arrests,31481,67
1724,Theft Under $5000,19695,42
1725,Other,3301,118
1726,Total Arrests,6723,125
1727,Break and Enter,7219,24
1728,Sexual Violations,24161,46
1729,Other,20060,19
1730,Total Arrests,3055,68
1731,Other,13576,102
1732,Fraud,7971,42
1733,Other,2144,32
1734,Total Arrests,21592,109
